"","subnum","runnum","vif","value"
"511","2_027","Run1","des.matV7",1.54667368927369
"512","2_027","Run1","des.matV8",1.23203960889713
"513","2_027","Run1","des.matV9",1.83621911260582
"514","2_027","Run1","des.matV10",1.6838625846282
"515","2_027","Run1","des.matV11",1.67592301421661
"516","2_027","Run1","des.matV12",1.47659834023672
"517","2_027","Run1","des.matV13",1.58127444727383
"518","2_027","Run1","des.matV14",1.27687469007104
"519","2_027","Run2","des.matV1",2.41030709660238
"520","2_027","Run2","des.matV2",1.63925627198099
"521","2_027","Run2","des.matV3",1.90152748227268
"522","2_027","Run2","des.matV4",1.43319493388549
"523","2_027","Run2","des.matV5",1.99689850500212
"524","2_027","Run2","des.matV6",1.23812099537085
"525","2_027","Run2","des.matV7",1.91304938563272
"526","2_027","Run2","des.matV8",1.3295639792185
"527","2_027","Run2","des.matV9",1.40954825543254
"528","2_027","Run2","des.matV10",1.10500598501408
"529","2_027","Run2","des.matV11",1.43249766006157
"530","2_027","Run2","des.matV12",1.29701249554687
"531","2_027","Run2","des.matV13",1.8303325026098
"532","2_027","Run2","des.matV14",1.49252889464291
"533","2_027","Run3","des.matV1",2.92855564961117
"534","2_027","Run3","des.matV2",1.90304656372118
"535","2_027","Run3","des.matV3",2.32642205036857
"536","2_027","Run3","des.matV4",1.3370127057052
"537","2_027","Run3","des.matV5",2.24872070818603
"538","2_027","Run3","des.matV6",1.44233517252714
"539","2_027","Run3","des.matV7",2.13912986430131
"540","2_027","Run3","des.matV8",1.51816325612075
"541","2_027","Run3","des.matV9",2.39877429580078
"542","2_027","Run3","des.matV10",1.68055991700467
"543","2_027","Run3","des.matV11",2.90102690710371
"544","2_027","Run3","des.matV12",4.42569569194255
"545","2_027","Run3","des.matV13",2.04025292747094
"546","2_027","Run3","des.matV14",1.45628375069894
"547","2_031","Run1","des.matV1",3.11568537868327
"548","2_031","Run1","des.matV2",1.81516235384303
"549","2_031","Run1","des.matV3",2.74482300179669
"550","2_031","Run1","des.matV4",2.02386448434862
"551","2_031","Run1","des.matV5",2.95269832557462
"552","2_031","Run1","des.matV6",2.06757488064111
"553","2_031","Run1","des.matV7",2.61523198441694
"554","2_031","Run1","des.matV8",1.88345557476186
"555","2_031","Run1","des.matV9",2.13724702930751
"556","2_031","Run1","des.matV10",1.40952858217508
"557","2_031","Run1","des.matV11",1.234426899948
